Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
797986,  IS,00395,N006A,I-395 NB Exit 006A,Ramp,100,City of Alexandria,000,Arlington County,0.14,I-395 North Exit 6B Ramp,SR 402 Quaker Lane,2400,G,,,,,,,X,0.1212,,1.0000,2400,G,2016,,,,,,,,,,,,,,,
782882,  IS,00395,N006B,I-395 NB Exit 006B,Ramp,100,City of Alexandria,000,Arlington County,0.30,I-395 North Exit 6A Ramp,SR 402 Ramp,5700,G,,,,,,,X,0.0899,,1.0000,5700,G,2016,,,,,,,,,,,,,,,
782883,  IS,00395,N007A,I-395 NB Exit 007A,Ramp,000,Arlington County,000,Arlington County,0.12,I-395 North,SR 120 Glebe Rd,12000,G,,,,,,,X,0.0730,,1.0000,12000,G,2016,,,,,,,,,,,,,,,
782884,  IS,00395,N007B,I-395 NB Exit 007B,Ramp,000,Arlington County,000,Arlington County,0.11,I-395 North,"SR 120 W, Glebe Rd",5300,G,,,,,,,X,0.0994,,1.0000,5300,G,2016,,,,,,,,,,,,,,,
782885,  IS,00395,N008A,I-395 NB Exit 008A,Ramp,000,Arlington County,000,Arlington County,0.17,I-395 North,Ramp from Arlington Ridge Rd,16000,G,,,,,,,X,0.0939,,1.0000,16000,G,2016,,,,,,,,,,,,,,,
797987,  IS,00395,N008A,I-395 NB Exit 008A,Ramp,000,Arlington County,000,Arlington County,0.12,00-6624-N000A FROM ARLINGTON RIDGE ROAD,I-395-N008D TO ARMY NAVY DRIVE,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
797988,  IS,00395,N008A,I-395 NB Exit 008A,Ramp,000,Arlington County,000,Arlington County,0.17,I-395-N008D TO ARMY NAVY DRIVE,SR 27-W FROM RT 395 NORTH & ARLINGTON R,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782886,  IS,00395,N008B,I-395 NB Exit 008B,Ramp,000,Arlington County,000,Arlington County,0.25,I-395 North,SR 27,21000,G,,,,,,,X,0.1242,,1.0000,21000,G,2016,,,,,,,,,,,,,,,
782887,  IS,00395,N008C,I-395 NB Exit 008C,Ramp,000,Arlington County,000,Arlington County,0.14,I-395 North,SR 27-E001C FROM RT 27 EAST,9600,G,,,,,,,X,0.0911,,1.0000,9600,G,2016,,,,,,,,,,,,,,,
797989,  IS,00395,N008C,I-395 NB Exit 008C,Ramp,000,Arlington County,000,Arlington County,0.18,SR 27-E001C FROM RT 27 EAST,00-6605; 00-6606; 00-6605- 2A FRO,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782888,  IS,00395,N008D,I-395 NB Exit 008D,Ramp,000,Arlington County,000,Arlington County,0.08,I-395-N008A TO ARMY NAVY DRIVE,SR 27-E001B FROM RT 395 NORTH & ARLINGT,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782889,  IS,00395,N009A,I-395 NB Exit 009A,Ramp,000,Arlington County,000,Arlington County,0.11,I-395-N TO RT 395 NO EXPRESS,I-395-1 FROM RT 395 NORTH,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782890,  IS,00395,N010A,I-395 NB Exit 010A,Ramp,000,Arlington County,000,Arlington County,0.01,I-395 North,I-395 North Exit 10D Ramp,5100,G,,,,,,,X,0.1015,,1.0000,5100,G,2016,,,,,,,,,,,,,,,
797990,  IS,00395,N010A,I-395 NB Exit 010A,Ramp,000,Arlington County,000,Arlington County,0.01,I-395-N010D BUS RAMPBARRICADED,I-395-N010B TO GEORGE WASHNGTN MEM PKWY,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
797991,  IS,00395,N010A,I-395 NB Exit 010A,Ramp,000,Arlington County,000,Arlington County,0.09,I-395-N010B TO GEORGE WASHNGTN MEM PKWY,BOUNDARY CHANNEL DRIVE BOUNDARY CHANNEL CR,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782891,  IS,00395,N010B,I-395 NB Exit 010B,Ramp,000,Arlington County,000,Arlington County,0.11,I-395-N010A TO GEORGE WASHNGTN MEM PKWY,GEO WASH MEM PKWY FROM RT 395 NORTH,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782892,  IS,00395,N010C,I-395 NB Exit 010C,Ramp,000,Arlington County,000,Arlington County,0.07,I-395 North,SR 90005 George Washington Pkwy,3400,G,,,,,,,X,0.0876,,1.0000,3400,G,2016,,,,,,,,,,,,,,,
782893,  IS,00395,N010D,I-395 NB Exit 010D,Ramp,000,Arlington County,000,Arlington County,0.06,I-395-N010A BUS RAMPBARRICADED,I-395-N; 00-99016-S000A FROM GEO WASH,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
199751,  IS,00395,R    ,I-395 Rev, ,100,City of Alexandria,029,Fairfax County,2.19,Fairfax County Line,Seminary Rd,24000,A,97%,2%,0%,0%,0%,0%,C,0.1343,,1.0000,33000,A,2016,,183000,A,98%,1%,1%,1%,1%,0%,C,0.0830,,0.6262,196000,A
199752,  IS,00395,R    ,I-395 Rev, ,100,City of Alexandria,029,Fairfax County,0.71,Seminary Rd,SR 7; Arlington County Line,29000,G,97%,2%,0%,0%,0%,0%,F,0.0945,,1.0000,38000,G,2016,,191000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,205000,G
199753,  IS,00395,R    ,I-395 Rev, ,000,Arlington County,000,Arlington County,0.77,SR 7; ECL Alexandria,Quaker Lane; WCL Alexandria,29000,G,97%,2%,0%,0%,0%,0%,F,0.0945,,1.0000,38000,G,2016,,212000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,227000,G
199755,  IS,00395,R    ,I-395 Rev, ,100,City of Alexandria,000,Arlington County,0.26,Quaker Lane; Arlington County Line,Arlington County Line,33000,G,97%,2%,0%,0%,0%,0%,F,0.0876,,1.0000,43000,G,2016,,215000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,231000,G
199754,  IS,00395,R    ,I-395 Rev, ,000,Arlington County,000,Arlington County,2.13,NCL Alexandria,Reversible Lane Split North of Washington Blvd,33000,G,97%,2%,0%,0%,0%,0%,F,0.0876,,1.0000,43000,G,2016,,215000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,231000,G
190174,  IS,00395,S    ,I-395 SB, ,100,City of Alexandria,029,Fairfax County,0.71,Fairfax County Line,SR 236 Duke St,78000,A,98%,1%,1%,1%,1%,0%,C,0.0805,,1.0000,80000,A,2016,,183000,A,98%,1%,1%,1%,1%,0%,C,0.0830,,0.6262,196000,A
190074,  IS,00395,S    ,I-395 SB, ,100,City of Alexandria,029,Fairfax County,1.44,SR 236 Duke St,Seminary Rd,81000,G,98%,1%,1%,1%,1%,0%,F,0.0759,,1.0000,84000,G,2016,,185000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,199000,G
190075,  IS,00395,S    ,I-395 SB, ,100,City of Alexandria,029,Fairfax County,0.75,Seminary Rd,"SR 7 King St, Arlington County Line",80000,G,98%,1%,1%,1%,1%,0%,F,0.0772,,1.0000,83000,G,2016,,191000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,205000,G
190077,  IS,00395,S    ,I-395 SB, ,000,Arlington County,000,Arlington County,0.77,"SR 7 King St, WCL Alexandria","Quaker Lane, WCL Alexandria",92000,G,98%,1%,1%,1%,1%,0%,F,0.0782,,1.0000,95000,G,2016,,212000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,227000,G
190300,  IS,00395,S    ,I-395 SB, ,100,City of Alexandria,000,Arlington County,0.26,"Quaker Lane, Arlington County Line",Arlington County Line,92000,G,98%,1%,1%,1%,1%,0%,F,0.0782,,1.0000,95000,G,2016,,215000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,231000,G
190301,  IS,00395,S    ,I-395 SB, ,000,Arlington County,000,Arlington County,0.52,NCL Alexandria,SR 120 Glebe Rd,92000,G,98%,1%,1%,1%,1%,0%,F,0.0782,,1.0000,95000,G,2016,,215000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,231000,G
190078,  IS,00395,S    ,I-395 SB, ,000,Arlington County,000,Arlington County,0.74,SR 120 Glebe Rd,SR 27 Washington Blvd,88000,G,98%,1%,1%,1%,1%,0%,F,0.0803,,1.0000,91000,G,2016,,217000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,233000,G
190079,  IS,00395,S    ,I-395 SB, ,000,Arlington County,000,Arlington County,1.56,SR 27 Washington Blvd,SR 110,54000,G,98%,1%,1%,1%,1%,0%,F,0.0852,,1.0000,56000,G,2016,,145000,G,97%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,160000,G
190080,  IS,00395,S    ,"I-395 SB, US 1", ,000,Arlington County,000,Arlington County,0.52,SR 110,District of Columbia Line,89000,G,98%,1%,1%,1%,1%,0%,F,0.0745,,1.0000,93000,G,2016,,196000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,212000,G
782900,  IS,00395,S003A,I-395 SB Exit 003A,Ramp,100,City of Alexandria,029,Fairfax County,0.11,I-395 South,"SR 236 E, Duke St",10000,G,,,,,,,X,0.0863,,1.0000,10000,G,2016,,,,,,,,,,,,,,,
782901,  IS,00395,S003B,I-395 SB Exit 003B,Ramp,100,City of Alexandria,029,Fairfax County,0.44,I-395 South,"SR 236 W, Duke St",11000,G,,,,,,,X,0.0852,,1.0000,11000,G,2016,,,,,,,,,,,,,,,
782902,  IS,00395,S004X,I-395 SB Exit 004X,Ramp,100,City of Alexandria,029,Fairfax County,0.42,I-395 South,Seminary Rd,11000,G,,,,,,,X,0.0791,,1.0000,11000,G,2016,,,,,,,,,,,,,,,
782903,  IS,00395,S005A,I-395 SB Exit 005A,Ramp,000,Arlington County,000,Arlington County,0.12,I-395 South,Ramp Split,15000,G,,,,,,,X,0.0974,,1.0000,15000,G,2016,,,,,,,,,,,,,,,
785301,  IS,00395,S005A,I-395 SB Exit 005A,Ramp,100,City of Alexandria,000,Arlington County,0.29,Arlington County Line,I-395-S005B JB-100 TO RT 07-WEST&EAST-KI,15000,N,,,,,,,X,0.0974,,1.0000,15000,N,2016,,,,,,,,,,,,,,,
782904,  IS,00395,S005B,I-395 SB Exit 005B,Ramp,100,City of Alexandria,000,Arlington County,0.13,Ramp Split,"SR 7 E, King St",4500,G,,,,,,,X,0.1289,,1.0000,4500,G,2016,,,,,,,,,,,,,,,
782905,  IS,00395,S006A,I-395 SB Exit 006A,Ramp,100,City of Alexandria,000,Arlington County,0.15,I-395 South Collector Rd,1SR 402-P; 00-1250 JB--100 FROM RT,6900,G,,,,,,,X,0.1222,,1.0000,6900,G,2016,,,,,,,,,,,,,,,
782906,  IS,00395,S006B,I-395 SB Exit 006B,Ramp,100,City of Alexandria,000,Arlington County,0.16,I-395 South Collector Rd,Shirlington Rd,7900,G,,,,,,,X,0.1062,,1.0000,7900,G,2016,,,,,,,,,,,,,,,
782907,  IS,00395,S007A,I-395 SB Exit 007A,Ramp,000,Arlington County,000,Arlington County,0.10,I-395-S007X TO RT 120 NORTH00- GLEBE ROA,SR 120 FROM RT 395 SOUTH,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782908,  IS,00395,S007X,I-395 SB Exit 007X,Ramp,000,Arlington County,000,Arlington County,0.10,I-395-S BEGIN COLLECTOR ROAD,I-395-S007A TO RT 120 NORTH00- GLEBE ROA,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
797999,  IS,00395,S007X,I-395 SB Exit 007X,Ramp,000,Arlington County,000,Arlington County,0.06,I-395-S007A TO RT 120 NORTH00- GLEBE ROA,SR 120-W007A FROM RT 120 WEST00- GLEBE RO,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
798000,  IS,00395,S007X,I-395 SB Exit 007X,Ramp,000,Arlington County,000,Arlington County,0.13,SR 120-W007A FROM RT 120 WEST00- GLEBE RO,SR 120-E007A FROM RT 120 EAST00- GLEBE RO,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
798001,  IS,00395,S007X,I-395 SB Exit 007X,Ramp,000,Arlington County,000,Arlington County,0.23,SR 120-E007A FROM RT 120 EAST00- GLEBE RO,JB--100 WCL ALEXANDRIA,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
785302,  IS,00395,S007X,I-395 SB Exit 007X,Ramp,100,City of Alexandria,000,Arlington County,0.01,JB--100 WCL ALEXANDRIA,I-395-S006B TO SHIRLINGTON CIRCLE00- NOR,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
798002,  IS,00395,S007X,I-395 SB Exit 007X,Ramp,100,City of Alexandria,000,Arlington County,0.09,I-395-S006B TO SHIRLINGTON CIRCLE00- NOR,I-395-S006A TO SHIRLINGTON CIRCLE00- SOU,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
798003,  IS,00395,S007X,I-395 SB Exit 007X,Ramp,100,City of Alexandria,000,Arlington County,0.01,I-395-S006A TO SHIRLINGTON CIRCLE00- SOU,I-395-S END COLL ROAD FROM RT 120 SHIRL,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782909,  IS,00395,S008A,I-395 SB Exit 008A,Ramp,000,Arlington County,000,Arlington County,0.13,I-395 South,I-395-S008D TO PENTAGON ROTARY ROAD,20000,G,,,,,,,X,0.0940,,1.0000,20000,G,2016,,,,,,,,,,,,,,,
798004,  IS,00395,S008A,I-395 SB Exit 008A,Ramp,000,Arlington County,000,Arlington County,0.18,I-395-S008D TO PENTAGON ROTARY ROAD,00-6605- 2B FROM ARMY NAVY DRIVE & HAYE,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
798005,  IS,00395,S008A,I-395 SB Exit 008A,Ramp,000,Arlington County,000,Arlington County,0.30,00-6605- 2B FROM ARMY NAVY DRIVE & HAYE,SR 27-W FROM RT 395 SOUTH,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782910,  IS,00395,S008B,I-395 SB Exit 008B,Ramp,000,Arlington County,000,Arlington County,0.09,I-395 South,SR 110 Jefferson Davis Hwy,15000,G,,,,,,,X,0.0819,,1.0000,15000,G,2016,,,,,,,,,,,,,,,
783049,  IS,00395,S008C,"US 1 Par, I-395 SB Exit 008C",Ramp,000,Arlington County,000,Arlington County,0.29,I-395-SB,"SR 110, US 1",19000,G,97%,1%,1%,0%,0%,0%,F,0.0696,,1.0000,20000,G,2016,,,,,,,,,,,,,,,
782911,  IS,00395,S008D,I-395 SB Exit 008D,Ramp,000,Arlington County,000,Arlington County,0.11,I-395-S008A TO PENTAGON ROTARY ROAD,PENTAGON ROTARY ROAD FROM RT 395 SOUTH,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782912,  IS,00395,S009A,I-395 SB Exit 009A,Ramp,000,Arlington County,000,Arlington County,0.08,I-395 South,Boundary Channel Drive,630,G,,,,,,,X,0.1031,,1.0000,630,G,2016,,,,,,,,,,,,,,,
782913,  IS,00395,S010A,I-395 SB Exit 010A,Ramp,000,Arlington County,000,Arlington County,0.08,I-395 South,Boundary Channel Drive,2000,G,,,,,,,X,0.2081,,1.0000,2000,G,2016,,,,,,,,,,,,,,,
782914,  IS,00395,S010B,I-395 SB Exit 010B,Ramp,000,Arlington County,000,Arlington County,0.08,I-395 South,SR 90005 George Washington Pkwy,16000,G,,,,,,,X,0.0884,,1.0000,16000,G,2016,,,,,,,,,,,,,,,
782915,  IS,00395,S010C,I-395 SB Exit 010C,Ramp,000,Arlington County,000,Arlington County,0.10,I-395 South,SR 90005 George Washington Pkwy,15000,G,,,,,,,X,0.0907,,1.0000,15000,G,2016,,,,,,,,,,,,,,,
782916,  IS,00395,S010D,I-395 SB Exit 010D,Ramp,000,Arlington County,000,Arlington County,0.03,I-395-S I-395-S010A TO BNDY CHAN,I-395-S; 00-99015-N000A RAMP HOV-3 Lane,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
602036,  SR,00400,     ,"VA 400, VA 90005",Washington St,100,City of Alexandria,100,City of Alexandria,0.91,George Washington Memorial Parkway SCL Alexandria,SR 236 Duke St,28000,G,98%,1%,0%,0%,0%,0%,C,0.1062,,0.7954,30000,G,2016,,,,,,,,,,,,,,,
190153,  SR,00400,     ,"VA 400, VA 90005",Washington St,100,City of Alexandria,100,City of Alexandria,0.32,SR 236 Duke St,Queen St,30000,G,98%,1%,0%,0%,0%,0%,F,0.0826,,0.8456,32000,G,2016,,,,,,,,,,,,,,,
602035,  SR,00400,     ,"VA 400, VA 90005",Washington St,100,City of Alexandria,100,City of Alexandria,0.39,Queen St,Madison St,32000,G,98%,1%,0%,0%,0%,0%,F,0.0852,,0.8011,34000,G,2016,,,,,,,,,,,,,,,
602077,  SR,00400,     ,"VA 400, VA 90005",Washington St,100,City of Alexandria,100,City of Alexandria,0.17,Madison St,1st Street; George Washington Memorial Parkway,32000,G,98%,1%,0%,0%,0%,0%,F,0.0865,,0.6036,34000,G,2016,,,,,,,,,,,,,,,
602079,  SR,00401,     ,VA 401,Van Dorn St,100,City of Alexandria,100,City of Alexandria,0.62,SCL Alexandria,Edsall Rd,44000,G,98%,1%,1%,1%,0%,0%,F,0.0800,,0.5004,47000,G,2016,,,,,,,,,,,,,,,
602013,  SR,00401,     ,VA 401,Van Dorn St,100,City of Alexandria,100,City of Alexandria,0.43,Edsall Rd,SR 236 Duke St,31000,G,98%,1%,1%,1%,0%,0%,F,0.0779,,0.5245,33000,G,2016,,,,,,,,,,,,,,,
602014,  SR,00401,     ,VA 401,Van Dorn St,100,City of Alexandria,100,City of Alexandria,1.56,SR 236 Duke St,Seminary Rd,25000,G,98%,1%,1%,1%,0%,0%,C,0.0904,,0.6382,27000,G,2016,,,,,,,,,,,,,,,
602017,  SR,00402,     ,VA 402,Quaker Lane,100,City of Alexandria,100,City of Alexandria,0.69,SR 420 Seminary Rd,SR 7 King St,21000,G,98%,1%,1%,0%,0%,0%,F,0.0754,,0.5184,23000,G,2016,,,,,,,,,,,,,,,
602018,  SR,00402,     ,VA 402,Quaker Lane,100,City of Alexandria,100,City of Alexandria,0.96,SR 7 King St,I-395,24000,G,98%,1%,1%,0%,0%,0%,C,0.0893,,0.5832,26000,G,2016,,,,,,,,,,,,,,,
782980,  SR,00402, 001A,VA 402 Exit 001A,Ramp,100,City of Alexandria,000,Arlington County,0.12,SR 402 Ramp,I-395 North,13000,G,,,,,,,X,0.1084,,1.0000,13000,G,2016,,,,,,,,,,,,,,,
782981,  SR,00402, 001B,VA 402 Exit 001B,Ramp,100,City of Alexandria,000,Arlington County,0.16,1SR 402-P TO RT 395 SOUTH,I-395 South,8000,G,,,,,,,X,0.0849,,1.0000,8000,G,2016,,,,,,,,,,,,,,,
782982,  SR,00402,N001B,VA 402 NB Exit 001B,Ramp,100,City of Alexandria,000,Arlington County,0.04,SR 402; 00-6714 TO SHIRLINGTON CIRCLE,00-1250 FROM SHIRLINGTON CIRCLE NORTH,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
783043, 1SR,00402,P000A,VA 402 Par Exit 000A,Ramp,100,City of Alexandria,000,Arlington County,0.07,1SR 402-P Gap CONNECTOR TO SHIR,SR 402 Gap FROM SHIRLINGTON CIR,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
602028,  SR,00420,     ,VA 420,Seminary Rd,100,City of Alexandria,100,City of Alexandria,1.72,"I-395 Shirley Hwy, 100-6706",SR 402 Quaker Lane,16000,G,97%,1%,1%,1%,0%,0%,C,0.0918,,0.6675,17000,G,2016,,,,,,,,,,,,,,,
602029,  SR,00420,     ,VA 420,Janneys Lane,100,City of Alexandria,100,City of Alexandria,1.03,SR 402 Quaker Lane,SR 7 King St,7200,G,97%,1%,1%,1%,0%,0%,F,0.1221,,0.6623,7800,G,2016,,,,,,,,,,,,,,,
782984,  SR,00420, 000A,VA 420 Exit 000A,Ramp,100,City of Alexandria,029,Fairfax County,0.17,SR 420,I-395 R,2200,G,,,,,,,X,0.1305,,1.0000,2200,G,2016,,,,,,,,,,,,,,,
803767,  SR,00420,E000A,VA 420 EB Exit 000A,Ramp,000,Arlington County,000,Arlington County,0.05,SR-00420-E000X(B)/SPLIT OF RAMP FROM  RT 6706,IS-00395-S004X(L)/RAMP FROM RT 6706/SR420,16000,G,,,,,,,X,0.1196,,1.0000,16000,G,2016,,,,,,,,,,,,,,,
782985,  SR,00420,E000X,VA 420 EB Exit 000X,Ramp,100,City of Alexandria,029,Fairfax County,0.12,SR 420; 100-6706 SR 420-W000X CO,I-395-S004X RT 395 S & RT 420 EAST COLL,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
798083,  SR,00420,E000X,VA 420 EB Exit 000X,Ramp,100,City of Alexandria,029,Fairfax County,0.06,I-395-S004X RT 395 S & RT 420 EAST COLL,I-395-N004X RT 395 N & RT 420 EAST COLL,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
798084,  SR,00420,E000X,VA 420 EB Exit 000X,Ramp,100,City of Alexandria,029,Fairfax County,0.10,I-395-N004X RT 395 N & RT 420 EAST COLL,SR 420 SR 420-W000X COLLECTOR ROADS,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782986,  SR,00420,W000X,VA 420 WB Exit 000X,Ramp,100,City of Alexandria,029,Fairfax County,0.08,SR 420 SR 420-E000X COLLECTOR ROADS,I-395-N004X RT 395 N & RT 420 WEST COLL,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
798085,  SR,00420,W000X,VA 420 WB Exit 000X,Ramp,100,City of Alexandria,029,Fairfax County,0.03,I-395-N004X RT 395 N & RT 420 WEST COLL,SR 420- A TO & FROM REVERSIBLE LANE,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
798086,  SR,00420,W000X,VA 420 WB Exit 000X,Ramp,100,City of Alexandria,029,Fairfax County,0.03,SR 420- A TO & FROM REVERSIBLE LANE,I-395-S004X RT 395 S & RT 420 WEST COLL,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
798087,  SR,00420,W000X,VA 420 WB Exit 000X,Ramp,100,City of Alexandria,029,Fairfax County,0.11,I-395-S004X RT 395 S & RT 420 WEST COLL,SR 420; 100-6706 SR 420-E000X CO,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
602036,  SR,90005,     ,"VA 400, VA 90005",Washington St,100,City of Alexandria,100,City of Alexandria,0.91,SCL Alexandria,SR 236 Duke St,28000,G,98%,1%,0%,0%,0%,0%,C,0.1062,,0.7954,30000,G,2016,,,,,,,,,,,,,,,
190153,  SR,90005,     ,"VA 400, VA 90005",Washington St,100,City of Alexandria,100,City of Alexandria,0.32,SR 236 Duke St,Queen St,30000,G,98%,1%,0%,0%,0%,0%,F,0.0826,,0.8456,32000,G,2016,,,,,,,,,,,,,,,
602035,  SR,90005,     ,"VA 400, VA 90005",Washington St,100,City of Alexandria,100,City of Alexandria,0.39,Queen St,Madison St,32000,G,98%,1%,0%,0%,0%,0%,F,0.0852,,0.8011,34000,G,2016,,,,,,,,,,,,,,,
602077,  SR,90005,     ,"VA 400, VA 90005",Washington St,100,City of Alexandria,100,City of Alexandria,0.17,Madison St,1st Street,32000,G,98%,1%,0%,0%,0%,0%,F,0.0865,,0.6036,34000,G,2016,,,,,,,,,,,,,,,
787391,  SR,90005,     ,VA 90005,George Washington Memorial Parkway,100,City of Alexandria,US ,Federal,1.81,1st Street,NCL Alexandria,49000,O,,,,,,,X,0.0760,,0.6190,,,2016,,,,,,,,,,,,,,,
787392,  SR,90005,     ,VA 90005,George Washington Memorial Parkway,000,Arlington County,US ,Federal,5.56,NCL Alexandria,00-6741 Spout Run Parkway,62000,O,,,,,,,X,0.0760,,0.6190,,,2016,,,,,,,,,,,,,,,
789772,  SR,90005,     ,VA 90005,George Washington Memorial Parkway,000,Arlington County,US ,Federal,3.10,00-6741 Spout Run Parkway,Fairfax County Line,71000,O,,,,,,,X,0.0985,,0.5243,,,2016,,,,,,,,,,,,,,,
090225,  SR,00244,     ,"00-23, VA 244",Columbia Pike,000,Arlington County,000,Arlington County,1.67,Fairfax County Line,SR 120 Glebe Rd,24000,F,97%,2%,1%,0%,0%,0%,C,0.0861,,0.5739,26000,F,2016,,,,,,,,,,,,,,,
090168,  SR,00244,     ,"00-23, VA 244",Columbia Pike,000,Arlington County,000,Arlington County,1.03,SR 120 Glebe Rd,"SR 27 W, Washington Blvd",24000,F,97%,2%,1%,0%,0%,0%,F,0.0867,,0.6693,26000,F,2016,,,,,,,,,,,,,,,
090070,  SR,00244,     ,"00-23, VA 244",Columbia Pike,000,Arlington County,000,Arlington County,0.60,"SR 27 W, Washington Blvd",State Maintenance Boundary,8000,F,97%,2%,1%,0%,0%,0%,F,0.1030,,0.6686,8500,F,2016,,,,,,,,,,,,,,,
780643,  FR,00699,     ,FR 699, ,000,Arlington County,000,Arlington County,0.51,N Rolfe St,00-6747; 00-6852 RAMP TO RT 50,2700,F,97%,2%,1%,0%,0%,0%,C,0.0896,,0.7769,2900,F,2016,,,,,,,,,,,,,,,
780644,  FR,00700,     ,FR 700,Arlington Blvd Frontage,000,Arlington County,000,Arlington County,0.15,SR 237 10th Street,US 50 Arlington Blvd,50,R,,,,,,,X,0.0000,,0.0000,,,11/09/2010,,,,,,,,,,,,,,,
780646,  FR,00702,     ,FR 702, ,000,Arlington County,000,Arlington County,0.31,N Filmore St,00-6700 Washington Blvd,500,F,,,,,,,X,0.1188,,0.8361,500,F,2016,,,,,,,,,,,,,,,
780647,  FR,00703,     ,FR 703,Arlington Blvd Frontage Rd; Walter Reed Dr,000,Arlington County,000,Arlington County,0.47,South Fenwick St,South Courthouse Rd,520,F,,,,,,,X,0.0952,,0.5700,520,F,2016,,,,,,,,,,,,,,,
780648,  FR,00704,     ,FR 704,Arlington Blvd Frontage,000,Arlington County,000,Arlington County,0.03,N Irving St,Third Residence East of Irving St; Arl Blvd Trail,30,F,,,,,,,X,0.2321,,0.5385,30,F,2016,,,,,,,,,,,,,,,
780649,  FR,00705,     ,FR 705,US 50 Arlington Blvd Frontage Rd,000,Arlington County,000,Arlington County,0.05,South Irving St,South Hudson St,130,F,,,,,,,X,0.1797,,0.6304,130,F,2016,,,,,,,,,,,,,,,
780650,  FR,00706,     ,FR 706,US 50 Arlington Blvd Frontage,000,Arlington County,000,Arlington County,0.04,End State Maintenance,US 50 Arlington Blvd,430,F,,,,,,,X,0.2299,,0.9000,430,F,2016,,,,,,,,,,,,,,,
